SensoreFrontale;DifferenzaSxDxSensor;DifferenzaSxMinDxMinSensor;PosizioneRispettoAlCentro;AngoloLongTang;Cls
15.2298;5.9838000000000005;12.771200000000002;-0.285953;0.290369;1
15.2555;5.992800000000001;12.788899999999998;-0.284849;0.290191;1
15.3091;6.011900000000001;12.8269;-0.282627;0.289785;1
15.4718;6.07;12.9426;-0.275895;0.288548;1
15.4999;6.080299999999999;12.963099999999999;-0.274765;0.288318;1
15.5268;6.089699999999999;12.981599999999998;-0.273627;0.288128;1
15.6681;6.140600000000001;13.082999999999998;-0.267864;0.287018;1
15.7252;6.161000000000001;13.1236;-0.265528;0.286575;1
15.7828;6.181699999999999;13.1646;-0.263174;0.286128;1
15.8405;6.202399999999999;13.205599999999999;-0.260824;0.28568;1
15.8693;6.212400000000001;13.2257;-0.259627;0.285467;1
16.0178;6.2659;13.331900000000001;-0.253632;0.28429;1
16.0781;6.287499999999998;13.374799999999999;-0.251195;0.283816;1
16.1073;6.297699999999999;13.394999999999998;-0.249981;0.283603;1
16.2607;6.3528;13.504199999999999;-0.243812;0.282387;1
16.3234;6.375700000000002;13.549500000000002;-0.241334;0.281871;1
16.4512;6.421999999999999;13.6417;-0.236298;0.280816;1
16.4842;6.434400000000002;13.666199999999998;-0.23504;0.280526;1
16.6145;6.481799999999998;13.760299999999999;-0.229939;0.279443;1
16.7124;6.516899999999998;13.8299;-0.226065;0.278654;1
16.8463;6.565899999999999;13.927200000000001;-0.220894;0.277519;1
16.9509;6.6046;14.004000000000001;-0.216922;0.276605;1
33.324;16.635100000000005;33.3261;-0.19865;0.0215225;0
33.3655;16.6549;33.3624;-0.19853;0.021113;0
33.3022;16.614;33.2875;-0.197815;0.0219402;0
33.2171;16.564199999999996;33.1966;-0.197318;0.0229504;0
32.9416;16.402500000000003;32.900999999999996;-0.1957;0.0262406;0
32.7705;16.300600000000003;32.7147;-0.194627;0.0283171;0
32.6442;16.2259;32.5779;-0.1939;0.0298426;0
32.2308;15.982300000000002;32.132000000000005;-0.191749;0.0348352;0
32.0879;15.8982;31.9778;-0.191057;0.0365657;0
31.1196;15.3159;30.907700000000002;-0.186003;0.0486459;0
31.0656;15.282800000000002;30.8466;-0.185695;0.0493388;0
30.9468;15.210500000000003;30.7138;-0.185105;0.0508497;0
30.6872;15.051200000000001;30.419700000000002;-0.183722;0.0542;0
30.6032;14.998600000000003;30.322599999999998;-0.183202;0.0553092;0
30.5053;14.935500000000001;30.2059;-0.182447;0.0566446;0
30.4469;14.897300000000001;30.1352;-0.181953;0.0574549;0
30.3322;14.820100000000004;29.9922;-0.180801;0.0590982;0
30.2456;14.758899999999997;29.878300000000003;-0.179676;0.0604095;0
30.2071;14.731399999999997;29.827400000000004;-0.179164;0.0609977;0
30.1906;14.7208;29.807500000000005;-0.179036;0.0612262;0
30.1908;14.7194;29.8051;-0.17891;0.0612561;0
30.1437;14.684599999999996;29.7403;-0.178172;0.062005;0
30.0992;14.651299999999999;29.6783;-0.177439;0.0627235;0
30.085;14.640700000000002;29.658500000000004;-0.1772;0.0629543;0
30.0557;14.6188;29.6178;-0.176724;0.0634267;0
30.025;14.5975;29.5782;-0.176374;0.063885;0
30.0103;14.5867;29.557899999999997;-0.176142;0.0641213;0
29.9961;14.5761;29.538199999999996;-0.175911;0.0643501;0
29.9972;14.575400000000002;29.536900000000003;-0.175795;0.0643665;0
29.9683;14.5551;29.4993;-0.175451;0.0648032;0
29.9541;14.544599999999999;29.4795;-0.175223;0.0650324;0
29.9415;14.5337;29.459200000000003;-0.174881;0.065272;0
29.8996;14.503700000000002;29.4032;-0.174321;0.0659218;0
29.8327;14.453600000000002;29.3098;-0.173229;0.0670137;0
29.82;14.443999999999999;29.291900000000002;-0.173013;0.0672225;0
29.7663;14.401600000000002;29.212600000000002;-0.171942;0.0681525;0
29.7354;14.373399999999997;29.1598;-0.170988;0.0687747;0
29.7273;14.366299999999995;29.1463;-0.170759;0.068933;0
29.708;14.350499999999997;29.116900000000005;-0.170329;0.0692795;0
29.707;14.3447;29.105800000000002;-0.169858;0.0694148;0
29.6959;14.336699999999997;29.0908;-0.169701;0.0695903;0
29.6898;14.3246;29.0676;-0.168918;0.0698675;0
29.6842;14.317900000000002;29.055200000000003;-0.168606;0.0700171;0
29.6627;14.2971;29.016099999999998;-0.167829;0.0704809;0
29.6575;14.290699999999998;29.004;-0.167522;0.0706246;0
29.6585;14.2863;28.9955;-0.167065;0.0707304;0
29.6536;14.280099999999997;28.9837;-0.166762;0.0708696;0
29.6294;14.2546;28.935699999999997;-0.165702;0.0714423;0
29.6236;14.244900000000005;28.9173;-0.165113;0.0716652;0
29.6355;14.249500000000001;28.925600000000003;-0.164919;0.0715699;0
29.6324;14.244400000000002;28.915999999999997;-0.164617;0.0716862;0
29.6143;14.224100000000004;28.8778;-0.163711;0.0721444;0
29.6087;14.2177;28.8655;-0.163412;0.0722902;0
29.6143;14.219200000000004;28.868299999999998;-0.163265;0.0722591;0
29.6099;14.2135;28.857600000000005;-0.16297;0.0723896;0
29.595;14.200100000000003;28.8325;-0.162531;0.0726886;0
29.5957;14.195799999999998;28.824199999999998;-0.162099;0.0727913;0
29.5846;14.180200000000003;28.794499999999996;-0.161256;0.0731485;0
29.5815;14.1755;28.7855;-0.16098;0.0732575;0
29.5674;14.1599;28.7562;-0.160298;0.0736108;0
29.5618;14.1481;28.7333;-0.159494;0.0738882;0
29.5599;14.143900000000002;28.7258;-0.159231;0.073981;0
29.5538;14.123799999999996;28.686999999999998;-0.157686;0.0744576;0
29.5533;14.120700000000003;28.6811;-0.157434;0.0745302;0
29.5518;14.1143;28.669099999999997;-0.156936;0.0746778;0
29.5844;14.129299999999997;28.6968;-0.156609;0.0743572;0
29.5838;14.127799999999997;28.694;-0.156505;0.0743917;0
29.6052;14.1354;28.7075;-0.156075;0.0742378;0
29.6224;14.141500000000004;28.7188;-0.15574;0.0741094;0
29.6269;14.141700000000004;28.718799999999998;-0.155517;0.0741121;0
29.6351;14.1389;28.7133;-0.154837;0.0741869;0
29.6391;14.136300000000002;28.708000000000002;-0.154386;0.0742543;0
29.6318;14.130899999999997;28.697999999999997;-0.154274;0.0743748;0
29.6427;14.133400000000002;28.7023;-0.153938;0.0743266;0
29.6367;14.1263;28.689;-0.153602;0.0744878;0
29.6407;14.121500000000001;28.679399999999998;-0.152936;0.0746108;0
29.6497;14.125400000000003;28.686500000000002;-0.152827;0.0745274;0
29.6557;14.119299999999999;28.6749;-0.151959;0.0746775;0
29.6581;14.1162;28.6685;-0.151531;0.0747576;0
29.6605;14.1129;28.6622;-0.15111;0.0748374;0
29.6634;14.11;28.656700000000004;-0.150692;0.0749089;0
29.6648;14.108699999999999;28.653699999999997;-0.150485;0.0749449;0
29.6662;14.107199999999999;28.651;-0.150282;0.0749813;0
29.6677;14.105899999999998;28.6484;-0.150079;0.0750142;0
29.6638;14.098200000000002;28.633800000000004;-0.149575;0.0751942;0
29.6729;14.1023;28.6413;-0.149475;0.0751072;0
29.6837;14.0932;28.6234;-0.148072;0.075336;0
29.6992;14.097199999999997;28.6304;-0.147619;0.0752603;0
29.7042;14.096700000000002;28.6294;-0.147315;0.0752757;0
29.7093;14.096399999999996;28.6286;-0.147016;0.0752896;0
29.7034;14.0915;28.619300000000003;-0.146867;0.0754028;0
29.7141;14.095899999999997;28.627499999999998;-0.146718;0.0753074;0
29.7243;14.095300000000002;28.6259;-0.146127;0.0753333;0
29.7233;14.09;28.615799999999997;-0.145685;0.0754595;0
29.7342;14.094599999999996;28.624100000000002;-0.145539;0.0753624;0
29.7381;14.089100000000002;28.6133;-0.144818;0.0754993;0
29.7489;14.093600000000002;28.621800000000004;-0.144675;0.075402;0
29.7541;14.093500000000002;28.621299999999998;-0.144389;0.075411;0
29.7532;14.088399999999996;28.6116;-0.143965;0.075532;0
29.7638;14.092899999999997;28.619900000000005;-0.143824;0.0754358;0
29.7782;14.087599999999998;28.609299999999998;-0.142574;0.0755791;0
29.7942;14.092300000000005;28.617600000000003;-0.142164;0.0754855;0
29.8084;14.087400000000002;28.607599999999998;-0.14096;0.0756201;0
29.8134;14.087399999999999;28.6075;-0.140696;0.0756244;0
72.656;-37.5338;-37.620000000000005;0.403977;-0.223696;3
72.5834;-37.2729;-37.5402;0.404176;-0.223138;3
72.6472;-37.5487;-37.626400000000004;0.404537;-0.223581;3
72.736;-37.912;-37.7453;0.405011;-0.2242;3
72.759;-38.0085;-37.7778;0.405196;-0.224355;3
72.8033;-38.211299999999994;-37.848499999999994;0.405817;-0.22463;3
72.8297;-38.341499999999996;-37.8951;0.406341;-0.22478;3
72.8513;-38.4481;-37.9337;0.406785;-0.224902;3
72.8538;-38.4687;-37.941599999999994;0.406947;-0.224907;3
72.882;-38.615899999999996;-37.9962;0.407672;-0.225052;3
72.89;-38.6623;-38.0137;0.407946;-0.225088;3
72.8966;-38.7043;-38.029700000000005;0.408218;-0.225113;3
72.9024;-38.7556;-38.0497;0.408666;-0.225117;3
72.9118;-38.8347;-38.0805;0.409332;-0.225128;3
72.9157;-38.8738;-38.096000000000004;0.409696;-0.225125;3
72.9204;-38.944;-38.1242;0.410455;-0.225094;3
72.9052;-39.0815;-38.1826;0.413018;-0.224756;3
72.903;-39.1204;-38.199200000000005;0.413661;-0.224682;3
72.8983;-39.1383;-38.2071;0.414107;-0.224608;3
72.8864;-39.1481;-38.2125;0.414757;-0.224462;3
72.8755;-39.188199999999995;-38.230500000000006;0.415783;-0.224292;3
72.8687;-39.2278;-38.2478;0.416631;-0.224166;3
72.8656;-39.2504;-38.2576;0.417083;-0.224103;3
72.8605;-39.302800000000005;-38.280199999999994;0.418042;-0.223981;3
72.8581;-39.3312;-38.2926;0.41855;-0.223918;3
72.8563;-39.3626;-38.306000000000004;0.419077;-0.223858;3
72.8525;-39.3704;-38.3099;0.419348;-0.223806;3
72.8506;-39.4199;-38.3311;0.420138;-0.223723;3
72.8475;-39.44630000000001;-38.3427;0.420646;-0.223655;3
72.8373;-39.46810000000001;-38.3532;0.421395;-0.223513;3
72.8333;-39.4906;-38.3631;0.421891;-0.223439;3
72.7969;-39.4554;-38.352000000000004;0.422934;-0.223075;3
72.7846;-39.4572;-38.354099999999995;0.423483;-0.222935;3
72.7731;-39.4833;-38.3664;0.424343;-0.222773;3
72.7614;-39.4901;-38.370599999999996;0.42494;-0.222633;3
72.7243;-39.4895;-38.3742;0.426506;-0.222218;3
72.71;-39.4846;-38.3737;0.427046;-0.222062;3
72.6952;-39.4795;-38.3731;0.427598;-0.221904;3
72.6942;-39.4963;-38.3803;0.427882;-0.221871;3
72.6784;-39.4903;-38.379400000000004;0.428463;-0.221702;3
72.6638;-39.467800000000004;-38.3713;0.428759;-0.221566;3
72.6478;-39.462599999999995;-38.3708;0.429366;-0.221392;3
72.6299;-39.476;-38.378299999999996;0.430314;-0.221174;3
72.6136;-39.473699999999994;-38.3791;0.430969;-0.220994;3
72.5829;-39.453700000000005;-38.3738;0.431985;-0.220674;3
72.5504;-39.457;-38.378600000000006;0.433404;-0.220305;3
72.5313;-39.4732;-38.3875;0.434441;-0.220069;3
72.5176;-39.4773;-38.3907;0.435074;-0.21991;3
72.4933;-39.451899999999995;-38.382400000000004;0.435741;-0.219668;3
72.4804;-39.4366;-38.3774;0.436069;-0.219543;3
72.4199;-39.40259999999999;-38.3693;0.438137;-0.218905;3
72.3791;-39.38420000000001;-38.3658;0.439597;-0.218467;3
72.3589;-39.377;-38.364999999999995;0.440349;-0.218248;3
72.339;-39.3728;-38.3652;0.441121;-0.21803;3
72.2874;-39.3548;-38.3631;0.443042;-0.21747;3
72.2646;-39.339;-38.3588;0.443777;-0.217232;3
72.2418;-39.3236;-38.3549;0.444521;-0.216995;3
72.1964;-39.2929;-38.3469;0.445999;-0.21652;3
72.1491;-39.2603;-38.3384;0.447536;-0.216026;3
72.1257;-39.247;-38.3354;0.448331;-0.215778;3
72.1023;-39.2346;-38.3327;0.449141;-0.215529;3
72.0406;-39.1993;-38.3247;0.451238;-0.214875;3
71.9671;-39.158100000000005;-38.31569999999999;0.453752;-0.214093;3
71.8615;-39.075;-38.2932;0.457041;-0.212996;3
71.8098;-39.0424;-38.2857;0.458761;-0.212449;3
71.7842;-39.028600000000004;-38.2829;0.459645;-0.212175;3
71.7739;-39.0304;-38.284600000000005;0.460094;-0.212057;3
71.7481;-39.0182;-38.2824;0.461001;-0.211779;3
71.6965;-38.996399999999994;-38.279199999999996;0.462855;-0.211219;3
71.6244;-38.944;-38.266000000000005;0.465163;-0.210462;3
71.5956;-38.920500000000004;-38.259899999999995;0.466053;-0.210162;3
71.5543;-38.8922;-38.2532;0.467395;-0.209726;3
71.4773;-38.819500000000005;-38.2333;0.469653;-0.208934;3
71.4653;-38.81699999999999;-38.2335;0.470117;-0.2088;3
71.4195;-38.7787;-38.2237;0.471524;-0.208323;3
71.3618;-38.74250000000001;-38.216;0.473448;-0.207707;3
71.3037;-38.709599999999995;-38.2096;0.475424;-0.207083;3
71.2618;-38.690799999999996;-38.2069;0.476916;-0.206626;3
71.2315;-38.6708;-38.2026;0.477911;-0.206304;3
71.2009;-38.649;-38.1978;0.478906;-0.205978;3
71.1824;-38.626400000000004;-38.1912;0.479382;-0.205793;3
71.1499;-38.5952;-38.1832;0.480343;-0.205456;3
71.0854;-38.534800000000004;-38.167699999999996;0.482257;-0.204786;3
71.0531;-38.504599999999996;-38.1602;0.483222;-0.204449;3
71.0393;-38.498900000000006;-38.1594;0.483713;-0.204299;3
70.8135;-38.3215;-38.1199;0.490861;-0.201904;3
70.7622;-38.277899999999995;-38.11;0.492449;-0.201362;3
70.6953;-38.2241;-38.0985;0.494561;-0.200651;3
70.6251;-38.1511;-38.0808;0.496596;-0.19992;3
70.5532;-38.069500000000005;-38.061;0.498619;-0.199177;3
70.5178;-38.0317;-38.052099999999996;0.499644;-0.198808;3
70.4823;-37.994600000000005;-38.0435;0.500682;-0.198437;3
70.4472;-37.9598;-38.0359;0.501731;-0.198068;3
70.4121;-37.9262;-38.0286;0.502792;-0.197697;3
70.3771;-37.8936;-38.0218;0.503865;-0.197325;3
70.3069;-37.830400000000004;-38.009;0.506041;-0.196578;3
70.251;-37.7713;-37.9962;0.507688;-0.195989;3
70.0657;-37.4772;-37.9259;0.512243;-0.194122;3
69.9842;-37.305;-37.884299999999996;0.513901;-0.193331;3
69.933;-37.201800000000006;-37.8605;0.515015;-0.192827;3
69.9122;-37.1705;-37.8541;0.515572;-0.192612;3
69.8818;-37.096900000000005;-37.8369;0.516139;-0.192321;3
69.7953;-36.9522;-37.807599999999994;0.518362;-0.191435;3
69.7254;-36.8127;-37.7788;0.519999;-0.190734;3
69.6757;-36.7025;-37.7564;0.5211;-0.19024;3
69.5756;-36.4718;-37.7116;0.523328;-0.189244;3
69.4952;-36.2621;-37.672799999999995;0.525017;-0.188453;3
69.4454;-36.1393;-37.651700000000005;0.526158;-0.187953;3
69.3449;-35.8765;-37.609399999999994;0.528462;-0.186944;3
69.2944;-35.7361;-37.588300000000004;0.529624;-0.186436;3
69.1935;-35.436499999999995;-37.547;0.531975;-0.185415;3
69.0885;-35.048899999999996;-37.4992;0.53426;-0.184368;3
68.9805;-34.5368;-37.447500000000005;0.536534;-0.183296;3
68.9264;-34.211;-37.422000000000004;0.537681;-0.182758;3
68.8508;-33.6027;-37.3904;0.539411;-0.181993;3
68.7128;21.877699999999997;-37.3206;0.542181;-0.180631;3
68.6386;21.8547;-37.2889;0.543854;-0.17988;3
68.5858;21.838899999999995;-37.264;0.544972;-0.179352;3
68.5019;21.813999999999993;-37.2218;0.546659;-0.17852;3
68.3747;21.774700000000003;-37.1675;0.549508;-0.17723;3
68.29;21.749500000000005;-37.125499999999995;0.551231;-0.176385;3
68.1621;21.709500000000006;-37.072900000000004;0.554143;-0.175079;3
68.0027;21.660000000000004;-37.004000000000005;0.557674;-0.173455;3
67.6904;21.566100000000006;-36.8483;0.563937;-0.170328;3
67.5556;21.524899999999995;-36.785399999999996;0.566763;-0.168961;3
67.4672;21.498699999999992;-36.7371;0.568399;-0.168085;3
67.412;21.482100000000003;-36.7093;0.569493;-0.16753;3
67.3567;21.465400000000002;-36.6815;0.57059;-0.166974;3
67.3017;21.4486;-36.6542;0.57169;-0.166418;3
67.2459;21.431699999999992;-36.6262;0.572792;-0.165857;3
67.1904;21.414900000000003;-36.5986;0.573898;-0.165296;3
67.0789;21.380900000000004;-36.5429;0.576117;-0.164168;3
67.0231;21.363799999999998;-36.5155;0.577232;-0.163603;3
66.9676;21.3467;-36.4884;0.578352;-0.163038;3
66.9122;21.329699999999995;-36.461600000000004;0.579474;-0.162475;3
66.857;21.312600000000003;-36.435199999999995;0.580601;-0.161911;3
66.8021;21.295400000000008;-36.4093;0.581731;-0.161349;3
66.6357;21.243699999999997;-36.3306;0.585142;-0.159646;3
66.5029;21.201400000000007;-36.272800000000004;0.588006;-0.158268;3
66.4477;21.183999999999997;-36.2474;0.589156;-0.157698;3
66.3911;21.166399999999996;-36.2192;0.590269;-0.15712;3
66.2987;21.13900000000001;-36.166399999999996;0.591896;-0.156195;3
66.2154;21.113199999999992;-36.1244;0.593516;-0.155344;3
66.0978;21.077499999999993;-36.0611;0.595688;-0.154154;3
66.0395;21.059700000000007;-36.029799999999994;0.596772;-0.153561;3
65.9807;21.041599999999995;-35.9983;0.59786;-0.152964;3
65.8653;21.006200000000007;-35.9377;0.600035;-0.151787;3
65.7454;20.970000000000006;-35.8696;0.602144;-0.150576;3
13.4779;-3.8592999999999993;-8.8172;-0.0479482;-0.678288;3
13.4919;-3.8735999999999997;-8.8571;-0.0475362;-0.677364;3
13.4885;-3.8740000000000006;-8.858400000000001;-0.0470632;-0.67721;3
13.4678;-3.8702000000000005;-8.850500000000002;-0.0449768;-0.676816;3
13.447;-3.8658;-8.840399999999999;-0.0429942;-0.676495;3
13.4346;-3.8630000000000013;-8.8342;-0.0418233;-0.676311;3
13.3887;-3.8522999999999996;-8.8093;-0.0375854;-0.675686;3
13.3703;-3.847899999999999;-8.7988;-0.0359233;-0.675455;3
13.3294;-3.8377;-8.775;-0.0322388;-0.674956;3
13.3065;-3.831899999999999;-8.761100000000003;-0.0301951;-0.67469;3
13.2825;-3.825700000000001;-8.7468;-0.0280538;-0.67441;3
13.2292;-3.8118999999999996;-8.7138;-0.0233673;-0.673825;3
13.2158;-3.8087;-8.706600000000002;-0.0221354;-0.673642;3
13.1866;-3.801;-8.688300000000002;-0.0195679;-0.673324;3
13.1707;-3.7965999999999998;-8.677299999999999;-0.0182302;-0.673188;3
13.1554;-3.7927999999999997;-8.6684;-0.0168518;-0.672999;3
13.1233;-3.7843;-8.648500000000002;-0.0140462;-0.672651;3
13.0895;-3.7753000000000014;-8.6269;-0.0111033;-0.672299;3
13.054;-3.765699999999999;-8.604;-0.00802816;-0.671936;3
13.0174;-3.7559000000000005;-8.580599999999999;-0.00486247;-0.671559;3
12.9586;-3.7395999999999994;-8.541599999999999;1.58691E-4;-0.671001;3
12.8551;-3.7116999999999987;-8.475;0.00909017;-0.669946;3
12.8111;-3.6997;-8.446199999999997;0.0128571;-0.669514;3
12.7414;-3.6800999999999995;-8.399299999999998;0.0187703;-0.668869;3
12.6936;-3.667;-8.3677;0.0228363;-0.668412;3
12.6696;-3.6605999999999987;-8.352599999999999;0.0249217;-0.668153;3
12.5929;-3.6389000000000014;-8.300600000000001;0.0313721;-0.667466;3
12.5408;-3.6244000000000014;-8.2659;0.035791;-0.666972;3
12.4596;-3.6019999999999985;-8.212119999999999;0.042688;-0.666191;3
12.2872;-3.553700000000001;-8.096610000000002;0.0572154;-0.664591;3
12.1956;-3.5276999999999994;-8.034439999999998;0.0648682;-0.663772;3
12.0033;-3.4734999999999996;-7.9047100000000015;0.0809784;-0.662012;3
11.7978;-3.4153000000000002;-7.766020000000001;0.098115;-0.660146;3
11.6909;-3.385300000000001;-7.694460000000001;0.107043;-0.659148;3
11.5795;-3.3534000000000006;-7.618460000000001;0.116255;-0.658168;3
11.3074;-3.275459999999999;-7.43286;0.138686;-0.655782;3
11.2247;-3.2508999999999997;-7.374139999999999;0.145359;-0.655155;3
11.1824;-3.2379;-7.342879999999997;0.148713;-0.654884;3
10.7017;-3.0964399999999994;-7.0061599999999995;0.187537;-0.651109;3
10.5622;-3.05499;-6.9073899999999995;0.19869;-0.650076;3
10.4678;-3.0271299999999997;-6.8413;0.206268;-0.649345;3
10.3724;-2.9991200000000013;-6.774880000000001;0.213925;-0.648596;3
9.87388;-2.852780000000001;-6.42971;0.25387;-0.644637;3
9.55806;-2.7600499999999997;-6.21188;0.279038;-0.642142;3
9.17556;-2.6486400000000003;-5.950949999999999;0.30952;-0.639005;3
8.94895;-2.5822700000000003;-5.79615;0.327469;-0.637189;3
8.89094;-2.56499;-5.755719999999999;0.332003;-0.636777;3
8.83422;-2.5489799999999994;-5.718420000000001;0.336565;-0.636241;3
8.71826;-2.5154900000000007;-5.640719999999999;0.345794;-0.635236;3
8.12152;-2.343910000000001;-5.24374;0.393163;-0.629942;3
7.74846;-2.236740000000001;-4.996779999999999;0.422617;-0.626586;3
8.12428;-2.31447;-5.164220000000001;0.388109;-0.635228;3
8.12478;-2.3190800000000005;-5.1765;0.38879;-0.634448;3
8.11827;-2.3171399999999993;-5.17207;0.389292;-0.634406;3
8.10138;-2.3119799999999993;-5.16006;0.390579;-0.634318;3
8.0914;-2.30928;-5.153849999999999;0.391392;-0.634207;3
8.08652;-2.3080500000000006;-5.151189999999999;0.39181;-0.634133;3
8.0753;-2.3051400000000006;-5.144570000000001;0.39275;-0.633982;3
8.06905;-2.30351;-5.14089;0.393271;-0.633901;3
8.04164;-2.2965099999999996;-5.12504;0.395574;-0.63352;3
8.00886;-2.288050000000001;-5.1058900000000005;0.398321;-0.633072;3
7.9395;-2.269940000000001;-5.0649299999999995;0.404088;-0.632161;3
7.89169;-2.2571199999999996;-5.03568;0.408004;-0.631596;3
7.85308;-2.24672;-5.01208;0.411161;-0.631141;3
7.78098;-2.22705;-4.967280000000001;0.417013;-0.630335;3
7.73336;-2.2139500000000005;-4.937390000000001;0.420854;-0.629823;3
7.59252;-2.17492;-4.848350000000001;0.432161;-0.628349;3
7.51353;-2.152869999999999;-4.79793;0.43847;-0.627546;3
7.47251;-2.1414399999999993;-4.7719000000000005;0.441743;-0.627127;3
7.42971;-2.1294499999999994;-4.7444999999999995;0.445153;-0.626696;3
7.40761;-2.1232500000000005;-4.730379999999999;0.446908;-0.626479;3
7.36303;-2.110779999999999;-4.70189;0.450454;-0.62603;3
7.24506;-2.0776199999999996;-4.62616;0.459809;-0.624863;3
7.1959;-2.0637999999999996;-4.59474;0.463705;-0.624373;3
7.1449;-2.0494200000000005;-4.5619499999999995;0.467735;-0.623874;3
23.1213;-71.8612;-61.1973;-0.050943;-0.45859;3
23.1935;-71.7042;-61.05780000000001;-0.0506978;-0.457775;3
23.2115;-71.66080000000001;-61.019400000000005;-0.0505168;-0.457533;3
23.2239;-71.61439999999999;-60.979;-0.0499186;-0.457215;3
23.2172;-71.6127;-60.978300000000004;-0.0494924;-0.457144;3
23.2063;-71.6166;-60.9825;-0.0489797;-0.457089;3
23.1927;-71.61540000000001;-60.982800000000005;-0.0481669;-0.456964;3
23.1819;-71.6035;-60.9736;-0.0472199;-0.456765;3
23.1742;-71.58009999999999;-60.954600000000006;-0.0461283;-0.456489;3
23.1719;-71.5719;-60.9477;-0.0457611;-0.456394;3
23.1619;-71.5478;-60.92830000000001;-0.044515;-0.456092;3
23.1509;-71.52189999999999;-60.90729999999999;-0.043162;-0.455764;3
23.1467;-71.5129;-60.900099999999995;-0.0426737;-0.455648;3
23.1371;-71.4955;-60.88629999999999;-0.0416392;-0.455409;3
23.1226;-71.4673;-60.863800000000005;-0.0400289;-0.455032;3
23.1121;-71.4472;-60.8477;-0.0388672;-0.45476;3
23.095;-71.41649999999998;-60.82339999999999;-0.0370321;-0.454337;3
23.0815;-71.39739999999999;-60.8083;-0.03573;-0.454049;3
23.0511;-71.3595;-60.778999999999996;-0.0329427;-0.453449;3
23.0262;-71.3308;-60.75699999999999;-0.0307332;-0.452978;3
23.0065;-71.314;-60.744499999999995;-0.0291534;-0.452661;3
22.9438;-71.26169999999999;-60.706;-0.0241486;-0.451657;3
22.9206;-71.2447;-60.6937;-0.0223612;-0.451306;3
22.8832;-71.22;-60.67609999999999;-0.0195669;-0.450766;3
22.7428;-71.1372;-60.6186;-0.00937805;-0.448829;3
22.711;-71.1217;-60.608200000000004;-0.00717061;-0.448421;3
22.6453;-71.0899;-60.5871;-0.00261129;-0.447576;3
22.6096;-71.0756;-60.578100000000006;-2.23796E-4;-0.447145;3
22.5577;-71.0494;-60.560500000000005;0.00339864;-0.446467;3
22.4839;-71.0154;-60.53819999999999;0.00844625;-0.445534;3
22.4242;-70.9925;-60.524100000000004;0.0123942;-0.444821;3
22.3852;-70.97399999999999;-60.5118;0.0150614;-0.444323;3
22.3647;-70.9657;-60.5065;0.0164286;-0.444073;3
22.3435;-70.9579;-60.501599999999996;0.0178182;-0.443823;3
22.3021;-70.94;-60.4901;0.0206014;-0.443309;3
22.2362;-70.9159;-60.4755;0.0249003;-0.442533;3
22.1921;-70.8984;-60.464499999999994;0.0278097;-0.442;3
22.147;-70.8807;-60.4533;0.0307821;-0.441456;3
22.1233;-70.8728;-60.448699999999995;0.0323018;-0.441184;3
22.077;-70.8549;-60.43750000000001;0.0353322;-0.440629;3
22.0043;-70.8296;-60.422399999999996;0.0400146;-0.439782;3
21.9557;-70.8116;-60.41109999999999;0.0431712;-0.439204;3
21.9309;-70.8025;-60.405499999999996;0.0447734;-0.438911;3
21.8279;-70.7685;-60.3855;0.0513224;-0.437728;3
21.7212;-70.7337;-60.364900000000006;0.0580861;-0.436502;3
21.5676;-70.71979999999999;-60.3658;0.0668091;-0.435075;3
21.4529;-70.6834;-60.344500000000004;0.0740011;-0.433767;3
21.4239;-70.674;-60.3388;0.0758219;-0.433433;3
21.2431;-70.6198;-60.3077;0.0870056;-0.431399;3
21.1811;-70.60140000000001;-60.2973;0.0908264;-0.430703;3
21.0228;-70.5535;-60.2694;0.100576;-0.428914;3
20.8856;-70.5279;-60.2586;0.108573;-0.427511;3
20.7157;-70.481;-60.2324;0.118834;-0.42563;3
20.61;-70.4534;-60.2173;0.12515;-0.424474;3
20.1731;-70.33380000000001;-60.1497;0.151213;-0.419634;3
20.0966;-70.3143;-60.139100000000006;0.155713;-0.418798;3
19.9802;-70.2848;-60.12299999999999;0.162527;-0.417529;3
19.9013;-70.26520000000001;-60.11220000000001;0.167124;-0.416671;3
19.7014;-70.2136;-60.08330000000001;0.178781;-0.414478;3
19.4529;-70.1526;-60.04990000000001;0.193097;-0.411779;3
19.2399;-70.1018;-60.022400000000005;0.205261;-0.409475;3
19.0661;-70.0596;-59.998999999999995;0.215146;-0.407587;3
18.9773;-70.03909999999999;-59.987899999999996;0.220156;-0.406631;3
18.7525;-69.98639999999999;-59.959;0.232796;-0.404202;3
18.5214;-69.9354;-59.931700000000006;0.245632;-0.401733;3
18.0442;-69.8286;-59.87329999999999;0.271907;-0.396609;3
17.9453;-69.8083;-59.86279999999999;0.277266;-0.395563;3
17.6444;-69.7472;-59.8304;0.293473;-0.392383;3
17.5461;-69.7193;-59.813100000000006;0.298913;-0.391267;3
17.3937;-69.6845;-59.79330000000001;0.307124;-0.389618;3
17.2889;-69.66420000000001;-59.78269999999999;0.312669;-0.388518;3
17.2371;-69.65360000000001;-59.777;0.315419;-0.387968;3
17.0264;-69.6115;-59.754400000000004;0.326536;-0.385741;3
16.7164;-69.5218;-59.697199999999995;0.343346;-0.382197;3
16.5006;-69.47370000000001;-59.669129999999996;0.354658;-0.379861;3
